;DEVICE;BOARD;FUNCTION;DATA_TYPE;ID_VAL;DSP;BRAM;Flip_Flop;Area;min_Slack;Max_Freq;Time;Energy;BugsDelivered;DifficultyLevel;DistinctOperands;DistinctOperators;Effort;ProgramLength;ProgramLevel;ProgramVolume;TimeToImplement;TotalOperators;Total_Operands;VocabularySize;Sloc;DecisionPoint;GlobalVariables;If;Loop;Goto;Assignment;ExitPoint;Function;FunctionCall;PointerDereferencing;CyclomaticComplexity;SyntacticallyReachableFunctions;SemanticallyReachedFunctions;CoverageEstimation;SCALAR_INPUT;RANGE_SCALAR_VALUES;SCALAR_INDEX_INPUT;RANGE_SCALAR_INDEX_VALUES;ARRAY_INPUT;RANGE_ARRAY_INPUT;cInstr;assemblyInstr;clockCycles;CC4CS;Bugs_Delivered
7922;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;89;0.0;16.0;325.0;4629.0;5e-10;200.00000004;3.234999999353;97.04999998059;0.7729033333333334;50.05;41;36;116048.66;370;0.02;2318.71;6447.15;256;114;77;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;7599824371188394;;647.0;8.513354630310066e-14;0.7729033333333334
7923;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;82;0.0;16.0;325.0;4629.0;5e-10;200.00000004;1.024999999795;30.749999993849997;0.7102033333333334;59.06;32;36;125839.27;350;0.02;2130.61;6991.07;245;105;68;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;211;;205.0;0.9715639810426541;0.7102033333333334
7924;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;34;0.0;16.0;325.0;4629.0;5e-10;200.00000004;2.874999999425;86.24999998275;0.7723733333333332;52.15;39;36;120846.75;372;0.02;2317.12;6713.71;259;113;75;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;4420;;575.0;0.13009049773755657;0.7723733333333332
7925;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;70;0.0;16.0;325.0;4629.0;5e-10;200.00000004;0.794999999841;23.84999999523;0.69309;61.8;30;36;128498.98;344;0.02;2079.27;7138.83;241;103;66;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;2199023255721;;159.0;7.2304828785391e-11;0.69309
7926;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;29;0.0;16.0;325.0;4629.0;5e-10;200.00000004;0.354999999929;10.64999999787;0.6714466666666666;66.67;27;36;134289.56;337;0.01;2014.34;7460.53;237;100;63;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;1407374883553345;;71.0;5.044853423896478e-14;0.6714466666666666
7927;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;51;0.0;16.0;325.0;4629.0;5e-10;200.00000004;2.054999999589;61.64999998767;0.7572233333333334;54.0;37;36;122669.94;367;0.02;2271.67;6815.0;256;111;73;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;421;;411.0;0.9762470308788599;0.7572233333333334
7928;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;57;0.0;16.0;325.0;4629.0;5e-10;200.00000004;1.394999999721;41.84999999163;0.7191700000000001;57.18;34;36;123358.67;352;0.02;2157.51;6853.26;244;108;70;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;282;;279.0;0.9893617021276596;0.7191700000000001
7929;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;88;0.0;16.0;325.0;4629.0;5e-10;200.00000004;1.6049999996789999;48.14999999037;0.7212133333333333;56.65;34;36;122563.67;353;0.02;2163.64;6809.09;246;107;70;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;60129542493;;321.0;5.338474012792785e-09;0.7212133333333333
7930;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;23;0.0;16.0;325.0;4629.0;5e-10;200.00000004;0.214999999957;6.44999999871;0.6648866666666667;68.54;26;36;136710.64;335;0.01;1994.66;7595.04;236;99;62;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;458813;;43.0;9.372009947407767e-05;0.6648866666666667
7931;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;45;0.0;16.0;325.0;4629.0;5e-10;200.00000004;2.904999999419;87.14999998257;0.7830733333333333;52.2;40;36;122629.32;376;0.02;2349.22;6812.74;260;116;76;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;557;;581.0;1.0430879712746859;0.7830733333333333
7932;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;66;0.0;16.0;325.0;4629.0;5e-10;200.00000004;4.039999999192;121.19999997576;0.83496;47.74;46;36;119580.58;394;0.02;2504.88;6643.37;272;122;82;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;796;;808.0;1.015075376884422;0.83496
7933;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;36;0.0;16.0;325.0;4629.0;5e-10;200.00000004;5.029999998994;150.89999996982;0.81342;49.5;44;36;120793.08;386;0.02;2440.26;6710.73;265;121;80;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;1002;;1006.0;1.003992015968064;0.81342
7934;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;56;0.0;16.0;325.0;4629.0;5e-10;200.00000004;2.364999999527;70.94999998581;0.7489699999999999;53.51;37;36;120239.85;363;0.02;2246.91;6679.99;253;110;73;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;485;;473.0;0.9752577319587629;0.7489699999999999
7935;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;26;0.0;16.0;325.0;4629.0;5e-10;200.00000004;4.414999999117;132.44999997351;0.83052;48.0;45;36;119594.93;393;0.02;2491.56;6644.16;273;120;81;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;1377096;;883.0;0.0006412043895269465;0.83052
7936;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;43;0.0;16.0;325.0;4629.0;5e-10;200.00000004;0.759999999848;22.79999999544;0.69309;61.8;30;36;128498.98;344;0.02;2079.27;7138.83;241;103;66;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;176;;152.0;0.8636363636363636;0.69309
7937;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;52;0.0;16.0;325.0;4629.0;5e-10;200.00000004;3.919999999216;117.59999997647999;0.8072733333333334;47.2;45;36;114310.03;382;0.02;2421.82;6350.56;264;118;81;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;1639217;;784.0;0.00047827712865349735;0.8072733333333334
7938;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;98;0.0;16.0;325.0;4629.0;5e-10;200.00000004;1.6049999996789999;48.14999999037;0.72734;56.65;34;36;123605.28;356;0.02;2182.02;6866.96;249;107;70;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;832;;321.0;0.3858173076923077;0.72734
7939;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;61;0.0;16.0;325.0;4629.0;5e-10;200.00000004;2.054999999589;61.64999998767;0.7375566666666666;58.24;34;36;128855.56;361;0.02;2212.67;7158.64;251;110;70;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;1008806316530991500;;411.0;4.0741219921512427e-16;0.7375566666666666
7940;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;44;0.0;16.0;325.0;4629.0;5e-10;200.00000004;5.424999998915;162.74999996744998;0.8395233333333334;46.12;48;36;116169.18;394;0.02;2518.57;6453.84;271;123;84;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;1058;;1085.0;1.0255198487712665;0.8395233333333334
7941;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;68;0.0;16.0;325.0;4629.0;5e-10;200.00000004;1.289999999742;38.69999999226;0.71877;57.82;33;36;124673.87;353;0.02;2156.31;6926.33;247;106;69;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;286;;258.0;0.9020979020979021;0.71877
7942;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;41;0.0;16.0;325.0;4629.0;5e-10;200.00000004;3.574999999285;107.24999997855;0.7934866666666667;53.1;40;36;126402.45;381;0.02;2380.46;7022.36;263;118;76;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;2163379;;715.0;0.00033050149788825723;0.7934866666666667
7943;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;85;0.0;16.0;325.0;4629.0;5e-10;200.00000004;2.169999999566;65.09999998698;0.7513433333333334;52.58;38;36;118514.61;363;0.02;2254.03;6584.14;252;111;74;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;438;;434.0;0.9908675799086758;0.7513433333333334
7944;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;79;0.0;16.0;325.0;4629.0;5e-10;200.00000004;0.144999999971;4.34999999913;0.6648866666666667;68.54;26;36;136710.64;335;0.01;1994.66;7595.04;236;99;62;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;43;;29.0;0.6744186046511628;0.6648866666666667
7945;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;71;0.0;16.0;325.0;4629.0;5e-10;200.00000004;1.539999999692;46.19999999076;0.7142633333333334;60.19;32;36;128968.99;352;0.02;2142.79;7164.94;245;107;68;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;7133701809754865959;;308.0;4.3175339846533866e-17;0.7142633333333334
7946;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;63;0.0;16.0;325.0;4629.0;5e-10;200.00000004;2.759999999448;82.79999998343999;0.7768266666666667;51.3;40;36;119553.47;373;0.02;2330.48;6641.86;259;114;76;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;532;;552.0;1.037593984962406;0.7768266666666667
7947;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;20;0.0;16.0;325.0;4629.0;5e-10;200.00000004;2.429999999514;72.89999998542;0.7812600000000001;50.05;41;36;117303.24;374;0.02;2343.78;6516.85;260;114;77;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;481;;486.0;1.0103950103950103;0.7812600000000001
7948;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;74;0.0;16.0;325.0;4629.0;5e-10;200.00000004;4.7599999990479995;142.79999997144;0.8393799999999999;47.49;47;36;119584.89;395;0.02;2518.14;6643.6;271;124;83;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;916;;952.0;1.039301310043668;0.8393799999999999
7949;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;72;0.0;16.0;325.0;4629.0;5e-10;200.00000004;3.0849999993829997;92.54999998148999;0.8087233333333333;50.57;42;36;122694.64;386;0.02;2426.17;6816.37;268;118;78;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;598;;617.0;1.0317725752508362;0.8087233333333333
7950;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;86;0.0;16.0;325.0;4629.0;5e-10;200.00000004;3.214999999357;96.44999998070999;0.7921766666666668;48.56;43;36;115399.65;377;0.02;2376.53;6411.09;261;116;79;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;571;;643.0;1.1260945709281962;0.7921766666666668
7951;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;75;0.0;16.0;325.0;4629.0;5e-10;200.00000004;3.5049999992989997;105.14999997897;0.7921766666666668;48.98;43;36;116394.47;377;0.02;2376.53;6466.36;260;117;79;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;1835672;;701.0;0.00038187650081278134;0.7921766666666668
7952;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;55;0.0;16.0;325.0;4629.0;5e-10;200.00000004;2.19999999956;65.99999998679999;0.75516;54.49;37;36;123437.82;366;0.02;2265.48;6857.66;254;112;73;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;445;;440.0;0.9887640449438202;0.75516
7953;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;14;0.0;16.0;325.0;4629.0;5e-10;200.00000004;1.409999999718;42.29999999154;0.73592;55.54;35;36;122625.25;359;0.02;2207.76;6812.51;251;108;71;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;4106;;282.0;0.06867998051631759;0.73592
7954;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;47;0.0;16.0;325.0;4629.0;5e-10;200.00000004;0.144999999971;4.34999999913;0.6629;68.54;26;36;136302.55;334;0.01;1988.7;7572.36;235;99;62;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;43;;29.0;0.6744186046511628;0.6629
7955;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;91;0.0;16.0;325.0;4629.0;5e-10;200.00000004;5.904999998819;177.14999996457;0.8268099999999999;45.18;49;36;112075.13;387;0.02;2480.43;6226.4;264;123;85;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;7733;;1181.0;0.15272210009052115;0.8268099999999999
7956;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;64;0.0;16.0;325.0;4629.0;5e-10;200.00000004;3.224999999355;96.74999998064999;0.7729033333333334;50.05;41;36;116048.66;370;0.02;2318.71;6447.15;256;114;77;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;144115188075856542;;645.0;4.475586568020142e-15;0.7729033333333334
7957;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;11;0.0;16.0;325.0;4629.0;5e-10;200.00000004;0.609999999878;18.29999999634;0.68655;63.31;29;36;130397.14;342;0.02;2059.65;7244.29;240;102;65;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;132;;122.0;0.9242424242424242;0.68655
7958;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;49;0.0;16.0;325.0;4629.0;5e-10;200.00000004;1.809999999638;54.29999998914;0.74039;54.5;36;36;121053.93;360;0.02;2221.17;6725.22;251;109;72;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;3096224743817576;;362.0;1.169165774296029e-13;0.74039
7959;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;62;0.0;16.0;325.0;4629.0;5e-10;200.00000004;5.604999998879;168.14999996637;0.8330066666666667;46.72;47;36;116762.51;392;0.02;2499.02;6486.81;270;122;83;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;6473924464346188;;1121.0;1.7315617538846455e-13;0.8330066666666667
7960;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;80;0.0;16.0;325.0;4629.0;5e-10;200.00000004;2.934999999413;88.04999998238999;0.7702966666666666;52.62;39;36;121588.46;371;0.02;2310.89;6754.91;257;114;75;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;1152921504606847580;;587.0;5.091413401991927e-16;0.7702966666666666
7961;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;39;0.0;8.0;393.0;4593.0;5e-10;200.00000004;0.09999999998;2.9999999994;0.6563333333333333;70.56;25;36;138932.98;332;0.01;1969.0;7718.5;234;98;61;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;31;;20.0;0.6451612903225806;0.6563333333333333
7962;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;90;0.0;16.0;325.0;4629.0;5e-10;200.00000004;0.144999999971;4.34999999913;0.66687;68.54;26;36;137118.73;336;0.01;2000.61;7617.71;237;99;62;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;43;;29.0;0.6744186046511628;0.66687
7963;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;53;0.0;16.0;325.0;4629.0;5e-10;200.00000004;2.789999999442;83.69999998326;0.7723733333333332;52.15;39;36;120846.75;372;0.02;2317.12;6713.71;259;113;75;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;18691697672780;;558.0;2.9852826092548775e-11;0.7723733333333332
7964;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;94;0.0;16.0;325.0;4629.0;5e-10;200.00000004;0.609999999878;18.29999999634;0.7011499999999999;61.8;30;36;129993.16;348;0.02;2103.45;7221.84;245;103;66;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;129;;122.0;0.9457364341085271;0.7011499999999999
7965;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;7;0.0;16.0;325.0;4629.0;5e-10;200.00000004;4.4199999991159995;132.59999997347998;0.82238;46.34;47;36;114328.33;387;0.02;2467.14;6351.57;266;121;83;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;837;;884.0;1.056152927120669;0.82238
7966;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;31;0.0;16.0;325.0;4629.0;5e-10;200.00000004;0.234999999953;7.04999999859;0.6629;68.54;26;36;136302.55;334;0.01;1988.7;7572.36;235;99;62;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;4719772409484279869;;47.0;9.958107281943198e-18;0.6629
7967;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;93;0.0;16.0;325.0;4629.0;5e-10;200.00000004;2.7999999994399998;83.9999999832;0.7854366666666667;50.49;41;36;118965.01;376;0.02;2356.31;6609.17;261;115;77;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;556;;560.0;1.0071942446043165;0.7854366666666667
7968;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;38;0.0;16.0;325.0;4629.0;5e-10;200.00000004;2.389999999522;71.69999998566;0.7637633333333333;53.53;38;36;122644.22;369;0.02;2291.29;6813.57;256;113;74;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;472;;478.0;1.0127118644067796;0.7637633333333333
7969;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;58;0.0;16.0;325.0;4629.0;5e-10;200.00000004;1.284999999743;38.54999999229;0.7146966666666668;57.82;33;36;123967.51;351;0.02;2144.09;6887.08;245;106;69;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;283;;257.0;0.9081272084805654;0.7146966666666668
7970;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;78;0.0;16.0;325.0;4629.0;5e-10;200.00000004;1.914999999617;57.449999988509994;0.75516;54.0;37;36;122335.69;366;0.02;2265.48;6796.43;255;111;73;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;383;;383.0;1.0;0.75516
7971;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;50;0.0;16.0;325.0;4629.0;5e-10;200.00000004;3.794999999241;113.84999997723;0.7934866666666667;52.65;40;36;125331.24;381;0.02;2380.46;6962.85;264;117;76;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;804;;759.0;0.9440298507462687;0.7934866666666667
7972;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;3;0.0;16.0;325.0;4629.0;5e-10;200.00000004;5.659999998868;169.79999996604;0.8326333333333333;49.2;45;36;122896.72;394;0.02;2497.9;6827.6;271;123;81;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;1126;;1132.0;1.0053285968028418;0.8326333333333333
7973;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;13;0.0;16.0;325.0;4629.0;5e-10;200.00000004;5.194999998961;155.84999996883;0.8113133333333333;48.68;44;36;118488.74;385;0.02;2433.94;6582.71;266;119;80;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;2377900603251622822;;1039.0;4.3694004643391557e-16;0.8113133333333333
7974;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;83;0.0;16.0;325.0;4629.0;5e-10;200.00000004;1.539999999692;46.19999999076;0.73182;55.54;35;36;121942.11;357;0.02;2195.46;6774.56;249;108;71;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;328;;308.0;0.9390243902439024;0.73182
7975;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;1;0.0;16.0;325.0;4629.0;5e-10;200.00000004;0.769999999846;23.09999999538;0.69309;62.4;30;36;129746.55;344;0.02;2079.27;7208.14;240;104;66;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;161;;154.0;0.9565217391304348;0.69309
7976;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;21;0.0;16.0;325.0;4629.0;5e-10;200.00000004;1.719999999656;51.59999998968;0.71877;57.82;33;36;124673.87;353;0.02;2156.31;6926.33;247;106;69;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;562949953421592;;344.0;6.110667527533822e-13;0.71877
7977;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;32;0.0;16.0;325.0;4629.0;5e-10;200.00000004;4.174999999165;125.24999997494999;0.8481766666666667;45.18;49;36;114971.13;397;0.02;2544.53;6387.29;274;123;85;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;352322319;;835.0;2.369988941858662e-06;0.8481766666666667
7978;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;22;0.0;16.0;325.0;4629.0;5e-10;200.00000004;4.659999999068;139.79999997203998;0.8542566666666667;47.49;47;36;121704.11;402;0.02;2562.77;6761.34;278;124;83;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;854;;932.0;1.0913348946135832;0.8542566666666667
7979;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;9;0.0;16.0;325.0;4629.0;5e-10;200.00000004;0.909999999818;27.29999999454;0.6951066666666668;63.0;30;36;131374.91;345;0.02;2085.32;7298.61;240;105;66;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;191;;182.0;0.9528795811518325;0.6951066666666668
7980;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;6;0.0;16.0;325.0;4629.0;5e-10;200.00000004;0.7199999998559999;21.599999995679998;0.6905633333333333;63.93;29;36;132445.57;344;0.02;2071.69;7358.09;241;103;65;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;162;;144.0;0.8888888888888888;0.6905633333333333
7981;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;76;0.0;16.0;325.0;4629.0;5e-10;200.00000004;1.079999999784;32.39999999352;0.6991333333333334;62.4;30;36;130878.06;347;0.02;2097.4;7271.0;243;104;66;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;242;;216.0;0.8925619834710744;0.6991333333333334
7982;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;18;0.0;16.0;325.0;4629.0;5e-10;200.00000004;3.429999999314;102.89999997941999;0.7765266666666666;53.08;39;36;123646.84;374;0.02;2329.58;6869.27;259;115;75;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;628;;686.0;1.0923566878980893;0.7765266666666666
7983;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;16;0.0;16.0;325.0;4629.0;5e-10;200.00000004;2.954999999409;88.64999998226999;0.7637633333333333;54.47;38;36;124814.91;369;0.02;2291.29;6934.16;254;115;74;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;587;;591.0;1.0068143100511073;0.7637633333333333
7984;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;40;0.0;16.0;325.0;4629.0;5e-10;200.00000004;1.464999999707;43.94999999121;0.7293833333333334;57.18;34;36;125110.92;357;0.02;2188.15;6950.61;249;108;70;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;299;;293.0;0.979933110367893;0.7293833333333334
7985;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;2;0.0;16.0;325.0;4629.0;5e-10;200.00000004;1.194999999761;35.84999999283;0.7081733333333333;59.06;32;36;125479.73;349;0.02;2124.52;6971.1;244;105;68;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;265;;239.0;0.9018867924528302;0.7081733333333333
7986;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;60;0.0;16.0;325.0;4629.0;5e-10;200.00000004;3.169999999366;95.09999998098;0.7942766666666666;48.98;43;36;116703.21;378;0.02;2382.83;6483.51;261;117;79;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;5910974510924559;;634.0;1.072581177313914e-13;0.7942766666666666
7987;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;99;0.0;16.0;325.0;4629.0;5e-10;200.00000004;1.9999999996;59.999999988;0.75516;54.0;37;36;122335.69;366;0.02;2265.48;6796.43;255;111;73;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;387;;400.0;1.0335917312661498;0.75516
7988;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;48;0.0;16.0;325.0;4629.0;5e-10;200.00000004;4.124999999175;123.74999997524999;0.8049933333333333;48.68;44;36;117565.45;382;0.02;2414.98;6531.41;263;119;80;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;1966867;;825.0;0.00041944879852069304;0.8049933333333333
7989;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;69;0.0;16.0;325.0;4629.0;5e-10;200.00000004;1.694999999661;50.849999989829996;0.74278;53.51;37;36;119246.13;360;0.02;2228.34;6624.79;250;110;73;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;338;;339.0;1.0029585798816567;0.74278
7990;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;46;0.0;16.0;325.0;4629.0;5e-10;200.00000004;4.874999999025;146.24999997075;0.8115;47.6;45;36;115882.31;384;0.02;2434.5;6437.91;265;119;81;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;1585267068834415465;;975.0;6.150383233008677e-16;0.8115
7991;Bambu;xc7z020-1clg484-Zynq-7000;quicksort;int8_t;24;0.0;16.0;325.0;4629.0;5e-10;200.00000004;1.279999999744;38.39999999232;0.7077100000000001;62.13;31;36;131908.09;350;0.02;2123.13;7328.23;243;107;67;60;5;1;5;2;0;31;5;5;5;6;10;5;5;100.0;0;0;1;3;1;1;3229810944;;256.0;7.926160522663707e-08;0.7077100000000001
